/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412/eureka-core/src/main/java/com/netflix/eureka/InstanceRegistry.java;Pb(355) Duplicate method getApplicationDeltasFromMultipleRegions(String[]) in type InstanceRegistry
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412/eureka-core/src/main/java/com/netflix/eureka/InstanceRegistry.java;Pb(355) Duplicate method getApplicationDeltasFromMultipleRegions(String[]) in type InstanceRegistry
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71/eureka-client/src/test/java/com/netflix/discovery/AbstractDiscoveryClientTester.java;Pb(355) Duplicate method createRemoteApps() in type AbstractDiscoveryClientTester
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71/eureka-client/src/test/java/com/netflix/discovery/AbstractDiscoveryClientTester.java;Pb(355) Duplicate method createRemoteApps() in type AbstractDiscoveryClientTester
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71/eureka-client/src/test/java/com/netflix/discovery/AbstractDiscoveryClientTester.java;Pb(355) Duplicate method createRemoteAppsDelta() in type AbstractDiscoveryClientTester
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71/eureka-client/src/test/java/com/netflix/discovery/AbstractDiscoveryClientTester.java;Pb(355) Duplicate method createRemoteAppsDelta() in type AbstractDiscoveryClientTester
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71/eureka-client/src/test/java/com/netflix/discovery/AbstractDiscoveryClientTester.java;Pb(355) Duplicate method createLocalApps() in type AbstractDiscoveryClientTester
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71/eureka-client/src/test/java/com/netflix/discovery/AbstractDiscoveryClientTester.java;Pb(355) Duplicate method createLocalApps() in type AbstractDiscoveryClientTester
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71/eureka-client/src/test/java/com/netflix/discovery/AbstractDiscoveryClientTester.java;Pb(355) Duplicate method createLocalAppsDelta() in type AbstractDiscoveryClientTester
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_526d3b1_6333a71/rev_526d3b1-6333a71/eureka-client/src/test/java/com/netflix/discovery/AbstractDiscoveryClientTester.java;Pb(355) Duplicate method createLocalAppsDelta() in type AbstractDiscoveryClientTester
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a995b04_c1c4cbe/rev_a995b04-c1c4cbe.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_a995b04_c1c4cbe/rev_a995b04-c1c4cbe/eureka-client/src/test/java/com/netflix/discovery/converters/EurekaJsonAndXmlJacksonCodecTest.java;Pb(355) Duplicate method testInstanceInfoWithNoMetaEncodeDecodeWithJson() in type EurekaJsonAndXmlJacksonCodecTest
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a995b04_c1c4cbe/rev_a995b04-c1c4cbe.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_a995b04_c1c4cbe/rev_a995b04-c1c4cbe/eureka-client/src/test/java/com/netflix/discovery/converters/EurekaJsonAndXmlJacksonCodecTest.java;Pb(355) Duplicate method testInstanceInfoWithNoMetaEncodeDecodeWithJson() in type EurekaJsonAndXmlJacksonCodecTest
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a995b04_c1c4cbe/rev_a995b04-c1c4cbe.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_a995b04_c1c4cbe/rev_a995b04-c1c4cbe/eureka-client/src/test/java/com/netflix/discovery/converters/EurekaJsonAndXmlJacksonCodecTest.java;Pb(355) Duplicate method testInstanceInfoWithNoMetaEncodeDecodeWithXml() in type EurekaJsonAndXmlJacksonCodecTest
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a995b04_c1c4cbe/rev_a995b04-c1c4cbe.revisions;/home/paper219/Desktop/analysis/fullsample/projects/eureka/revisions/rev_a995b04_c1c4cbe/rev_a995b04-c1c4cbe/eureka-client/src/test/java/com/netflix/discovery/converters/EurekaJsonAndXmlJacksonCodecTest.java;Pb(355) Duplicate method testInstanceInfoWithNoMetaEncodeDecodeWithXml() in type EurekaJsonAndXmlJacksonCodecTest
